Threads, Time (seconds)
256, Running with 256 MPI processes.
Process 20 finished computations at 25.3581 seconds.
Process 66 finished computations at 25.3711 seconds.
Process 65 finished computations at 25.4134 seconds.
Process 98 finished computations at 25.4513 seconds.
Process 79 finished computations at 25.4566 seconds.
Process 114 finished computations at 25.5192 seconds.
Process 108 finished computations at 25.5163 seconds.
Process 94 finished computations at 25.5992 seconds.
Process 70 finished computations at 25.6272 seconds.
Total time taken: 25.7628 seconds.
32.355
160, Running with 160 MPI processes.
Process 142 finished computations at 27.8493 seconds.
Process 138 finished computations at 28.2096 seconds.
Process 130 finished computations at 28.4176 seconds.
Process 134 finished computations at 28.4598 seconds.
Process 148 finished computations at 28.5296 seconds.
Process 153 finished computations at 28.554 seconds.
Process 159 finished computations at 28.5585 seconds.
Process 133 finished computations at 28.5961 seconds.
Process 143 finished computations at 28.6247 seconds.
Process 157 finished computations at 28.6568 seconds.
Process 136 finished computations at 28.6771 seconds.
Process 11 finished computations at 28.7005 seconds.
Process 146 finished computations at 28.7182 seconds.
Process 147 finished computations at 28.7332 seconds.
Process 131 finished computations at 28.7396 seconds.
Process 144 finished computations at 28.7512 seconds.
Process 132 finished computations at 28.7794 seconds.
Process 149 finished computations at 28.8007 seconds.
Process 152 finished computations at 28.8056 seconds.
Process 135 finished computations at 28.8063 seconds.
Process 155 finished computations at 28.8264 seconds.
Process 128 finished computations at 28.8313 seconds.
Process 150 finished computations at 28.8505 seconds.
Process 137 finished computations at 28.8754 seconds.
Process 140 finished computations at 28.8934 seconds.
Process 129 finished computations at 28.9162 seconds.
Process 145 finished computations at 28.923 seconds.
Process 151 finished computations at 28.947 seconds.
Process 154 finished computations at 28.9589 seconds.
Process 139 finished computations at 28.9922 seconds.
Process 158 finished computations at 29.0061 seconds.
Process 156 finished computations at 29.0305 seconds.
Process 1 finished computations at 29.0521 seconds.
Process 141 finished computations at 29.1242 seconds.
Process 100 finished computations at 29.2789 seconds.
Process 34 finished computations at 29.395 seconds.
Process 19 finished computations at 29.4138 seconds.
Process 24 finished computations at 29.4526 seconds.
Process 86 finished computations at 29.5009 seconds.
Process 3 finished computations at 29.5166 seconds.
Process 60 finished computations at 29.5202 seconds.
Process 87 finished computations at 29.5176 seconds.
Process 116 finished computations at 29.5303 seconds.
Process 31 finished computations at 29.5749 seconds.
Process 13 finished computations at 29.5776 seconds.
Process 124 finished computations at 29.5785 seconds.
Process 8 finished computations at 29.58 seconds.
Process 67 finished computations at 29.5901 seconds.
Process 97 finished computations at 29.6088 seconds.
Process 55 finished computations at 29.6159 seconds.
Process 50 finished computations at 29.6259 seconds.
Process 37 finished computations at 29.6273 seconds.
Process 56 finished computations at 29.6382 seconds.
Process 44 finished computations at 29.6457 seconds.
Process 40 finished computations at 29.6558 seconds.
Process 51 finished computations at 29.6634 seconds.
Process 57 finished computations at 29.6706 seconds.
Process 120 finished computations at 29.6743 seconds.
Process 16 finished computations at 29.6921 seconds.
Process 39 finished computations at 29.7024 seconds.
Process 0 finished computations at 29.7092 seconds.
Process 32 finished computations at 29.6973 seconds.
Process 30 finished computations at 29.7204 seconds.
Process 27 finished computations at 29.7166 seconds.
Process 25 finished computations at 29.7828 seconds.
Process 45 finished computations at 29.7824 seconds.
Process 73 finished computations at 29.7867 seconds.
Process 105 finished computations at 29.7886 seconds.
Process 89 finished computations at 29.7895 seconds.
Process 9 finished computations at 29.7895 seconds.
Process 29 finished computations at 29.807 seconds.
Process 80 finished computations at 29.8295 seconds.
Process 7 finished computations at 29.8365 seconds.
Process 104 finished computations at 29.8637 seconds.
Process 59 finished computations at 29.8676 seconds.
Process 96 finished computations at 29.8772 seconds.
Process 101 finished computations at 29.8782 seconds.
Process 46 finished computations at 29.8864 seconds.
Process 23 finished computations at 29.8937 seconds.
Process 28 finished computations at 29.9101 seconds.
Process 62 finished computations at 29.9291 seconds.
Process 36 finished computations at 29.941 seconds.
Process 110 finished computations at 29.9337 seconds.
Process 15 finished computations at 29.9377 seconds.
Process 122 finished computations at 29.9503 seconds.
Process 33 finished computations at 29.9578 seconds.
Process 123 finished computations at 29.9685 seconds.
Process 76 finished computations at 29.9739 seconds.
Process 41 finished computations at 29.9689 seconds.
Process 125 finished computations at 29.9861 seconds.
Process 42 finished computations at 29.9863 seconds.
Process 72 finished computations at 29.9891 seconds.
Process 91 finished computations at 29.9895 seconds.
Process 74 finished computations at 29.9964 seconds.
Process 58 finished computations at 30.0055 seconds.
Process 61 finished computations at 30.0038 seconds.
Process 98 finished computations at 30.012 seconds.
Process 4 finished computations at 30.0191 seconds.
Process 10 finished computations at 30.0191 seconds.
Process 103 finished computations at 30.0229 seconds.
Process 71 finished computations at 30.0335 seconds.
Process 14 finished computations at 30.0375 seconds.
Process 53 finished computations at 30.0423 seconds.
Process 12 finished computations at 30.0469 seconds.
Process 113 finished computations at 30.0543 seconds.
Process 108 finished computations at 30.0616 seconds.
Process 121 finished computations at 30.0579 seconds.
Process 84 finished computations at 30.0693 seconds.
Process 22 finished computations at 30.072 seconds.
Process 66 finished computations at 30.0697 seconds.
Process 65 finished computations at 30.068 seconds.
Process 82 finished computations at 30.0805 seconds.
Process 38 finished computations at 30.0853 seconds.
Process 5 finished computations at 30.0917 seconds.
Process 68 finished computations at 30.0969 seconds.
Process 85 finished computations at 30.0938 seconds.
Process 117 finished computations at 30.0944 seconds.
Process 21 finished computations at 30.0924 seconds.
Process 92 finished computations at 30.0977 seconds.
Process 17 finished computations at 30.101 seconds.
Process 77 finished computations at 30.1172 seconds.
Process 69 finished computations at 30.1203 seconds.
Process 26 finished computations at 30.136 seconds.
Process 107 finished computations at 30.1384 seconds.
Process 47 finished computations at 30.1409 seconds.
Process 20 finished computations at 30.1527 seconds.
Process 54 finished computations at 30.1591 seconds.
Process 43 finished computations at 30.1596 seconds.
Process 112 finished computations at 30.1595 seconds.
Process 70 finished computations at 30.1694 seconds.
Process 18 finished computations at 30.1736 seconds.
Process 75 finished computations at 30.1744 seconds.
Process 64 finished computations at 30.1767 seconds.
Process 83 finished computations at 30.1888 seconds.
Process 126 finished computations at 30.2031 seconds.
Process 93 finished computations at 30.2049 seconds.
Process 94 finished computations at 30.2229 seconds.
Process 95 finished computations at 30.2435 seconds.
Process 119 finished computations at 30.2459 seconds.
Process 52 finished computations at 30.25 seconds.
Process 63 finished computations at 30.2591 seconds.
Process 115 finished computations at 30.2628 seconds.
Process 127 finished computations at 30.2689 seconds.
Process 118 finished computations at 30.322 seconds.
Process 81 finished computations at 30.3209 seconds.
Process 48 finished computations at 30.3336 seconds.
Process 35 finished computations at 30.3318 seconds.
Process 79 finished computations at 30.3457 seconds.
Process 78 finished computations at 30.3352 seconds.
Process 2 finished computations at 30.3559 seconds.
Process 49 finished computations at 30.3578 seconds.
Process 109 finished computations at 30.3993 seconds.
Process 6 finished computations at 30.4028 seconds.
Process 99 finished computations at 30.4776 seconds.
Process 102 finished computations at 30.503 seconds.
Process 90 finished computations at 30.5179 seconds.
Process 111 finished computations at 30.5236 seconds.
Process 106 finished computations at 30.5971 seconds.
Process 88 finished computations at 30.6278 seconds.
Process 114 finished computations at 30.642 seconds.
Total time taken: 30.7849 seconds.
38.079
128, Running with 128 MPI processes.
Process 38 finished computations at 35.9809 seconds.
Process 36 finished computations at 36.1569 seconds.
Process 124 finished computations at 36.4497 seconds.
Process 81 finished computations at 36.5159 seconds.
Process 110 finished computations at 36.5182 seconds.
Process 126 finished computations at 36.5729 seconds.
Process 20 finished computations at 36.6909 seconds.
Process 99 finished computations at 36.6998 seconds.
Process 1 finished computations at 36.7373 seconds.
Process 0 finished computations at 36.7624 seconds.
Process 127 finished computations at 36.7671 seconds.
Process 117 finished computations at 36.8486 seconds.
Process 102 finished computations at 36.9061 seconds.
Process 105 finished computations at 36.9465 seconds.
Process 100 finished computations at 36.9801 seconds.
Process 98 finished computations at 36.9973 seconds.
Process 33 finished computations at 37.0924 seconds.
Process 123 finished computations at 37.0993 seconds.
Process 109 finished computations at 37.1156 seconds.
Process 37 finished computations at 37.1852 seconds.
Process 58 finished computations at 37.1811 seconds.
Process 108 finished computations at 37.2218 seconds.
Process 103 finished computations at 37.2267 seconds.
Process 30 finished computations at 37.2417 seconds.
Process 6 finished computations at 37.2994 seconds.
Process 55 finished computations at 37.298 seconds.
Process 116 finished computations at 37.2961 seconds.
Process 114 finished computations at 37.3022 seconds.
Process 34 finished computations at 37.3143 seconds.
Process 18 finished computations at 37.3311 seconds.
Process 60 finished computations at 37.3236 seconds.
Process 15 finished computations at 37.3278 seconds.
Process 67 finished computations at 37.3562 seconds.
Process 94 finished computations at 37.3743 seconds.
Process 62 finished computations at 37.392 seconds.
Process 69 finished computations at 37.4081 seconds.
Process 8 finished computations at 37.4105 seconds.
Process 113 finished computations at 37.4625 seconds.
Process 16 finished computations at 37.4753 seconds.
Process 104 finished computations at 37.4752 seconds.
Process 50 finished computations at 37.4997 seconds.
Process 19 finished computations at 37.4978 seconds.
Process 24 finished computations at 37.5043 seconds.
Process 65 finished computations at 37.5174 seconds.
Process 82 finished computations at 37.5089 seconds.
Process 107 finished computations at 37.5061 seconds.
Process 121 finished computations at 37.508 seconds.
Process 22 finished computations at 37.529 seconds.
Process 96 finished computations at 37.5248 seconds.
Process 53 finished computations at 37.5413 seconds.
Process 25 finished computations at 37.5501 seconds.
Process 97 finished computations at 37.5584 seconds.
Process 3 finished computations at 37.5635 seconds.
Process 70 finished computations at 37.5741 seconds.
Process 27 finished computations at 37.5758 seconds.
Process 26 finished computations at 37.5806 seconds.
Process 111 finished computations at 37.6011 seconds.
Process 39 finished computations at 37.5972 seconds.
Process 122 finished computations at 37.6047 seconds.
Process 28 finished computations at 37.6072 seconds.
Process 21 finished computations at 37.5989 seconds.
Process 29 finished computations at 37.6051 seconds.
Process 120 finished computations at 37.6081 seconds.
Process 41 finished computations at 37.6165 seconds.
Process 87 finished computations at 37.6334 seconds.
Process 4 finished computations at 37.6463 seconds.
Process 88 finished computations at 37.6578 seconds.
Process 56 finished computations at 37.6727 seconds.
Process 47 finished computations at 37.6859 seconds.
Process 68 finished computations at 37.7087 seconds.
Process 2 finished computations at 37.7025 seconds.
Process 83 finished computations at 37.7343 seconds.
Process 106 finished computations at 37.7294 seconds.
Process 112 finished computations at 37.7704 seconds.
Process 7 finished computations at 37.8001 seconds.
Process 78 finished computations at 37.8296 seconds.
Process 10 finished computations at 37.8379 seconds.
Process 125 finished computations at 37.8441 seconds.
Process 35 finished computations at 37.8351 seconds.
Process 90 finished computations at 37.8571 seconds.
Process 12 finished computations at 37.8624 seconds.
Process 101 finished computations at 37.8886 seconds.
Process 75 finished computations at 37.8989 seconds.
Process 71 finished computations at 37.9337 seconds.
Process 80 finished computations at 37.9394 seconds.
Process 14 finished computations at 37.9455 seconds.
Process 85 finished computations at 37.9506 seconds.
Process 92 finished computations at 37.957 seconds.
Process 61 finished computations at 37.965 seconds.
Process 17 finished computations at 37.9723 seconds.
Process 95 finished computations at 37.9833 seconds.
Process 52 finished computations at 37.9915 seconds.
Process 45 finished computations at 38.0026 seconds.
Process 23 finished computations at 38.0393 seconds.
Process 32 finished computations at 38.0301 seconds.
Process 63 finished computations at 38.0523 seconds.
Process 59 finished computations at 38.0751 seconds.
Process 76 finished computations at 38.0846 seconds.
Process 64 finished computations at 38.0948 seconds.
Process 31 finished computations at 38.1018 seconds.
Process 57 finished computations at 38.1241 seconds.
Process 79 finished computations at 38.1263 seconds.
Process 13 finished computations at 38.117 seconds.
Process 40 finished computations at 38.1602 seconds.
Process 9 finished computations at 38.1541 seconds.
Process 77 finished computations at 38.1662 seconds.
Process 86 finished computations at 38.1747 seconds.
Process 5 finished computations at 38.1819 seconds.
Process 118 finished computations at 38.2026 seconds.
Process 54 finished computations at 38.2068 seconds.
Process 84 finished computations at 38.2132 seconds.
Process 46 finished computations at 38.2355 seconds.
Process 43 finished computations at 38.2465 seconds.
Process 51 finished computations at 38.2651 seconds.
Process 89 finished computations at 38.2677 seconds.
Process 11 finished computations at 38.2881 seconds.
Process 42 finished computations at 38.3036 seconds.
Process 66 finished computations at 38.298 seconds.
Process 48 finished computations at 38.3449 seconds.
Process 93 finished computations at 38.3675 seconds.
Process 115 finished computations at 38.3931 seconds.
Process 91 finished computations at 38.4171 seconds.
Process 49 finished computations at 38.4117 seconds.
Process 119 finished computations at 38.4507 seconds.
Process 72 finished computations at 38.4566 seconds.
Process 73 finished computations at 38.4736 seconds.
Process 44 finished computations at 38.5486 seconds.
Process 74 finished computations at 38.8599 seconds.
Total time taken: 39.1005 seconds.
44.952
96, Running with 96 MPI processes.
Process 84 finished computations at 46.0622 seconds.
Process 85 finished computations at 46.9706 seconds.
Process 87 finished computations at 47.3773 seconds.
Process 68 finished computations at 47.3857 seconds.
Process 73 finished computations at 47.516 seconds.
Process 80 finished computations at 47.6109 seconds.
Process 71 finished computations at 47.6274 seconds.
Process 92 finished computations at 47.6303 seconds.
Process 66 finished computations at 47.6672 seconds.
Process 77 finished computations at 47.663 seconds.
Process 67 finished computations at 47.7631 seconds.
Process 82 finished computations at 47.7634 seconds.
Process 94 finished computations at 47.9448 seconds.
Process 65 finished computations at 47.9654 seconds.
Process 69 finished computations at 47.9759 seconds.
Process 90 finished computations at 47.9756 seconds.
Process 64 finished computations at 47.9962 seconds.
Process 76 finished computations at 48.0209 seconds.
Process 88 finished computations at 48.158 seconds.
Process 74 finished computations at 48.2378 seconds.
Process 70 finished computations at 48.3091 seconds.
Process 86 finished computations at 48.3258 seconds.
Process 95 finished computations at 48.4548 seconds.
Process 79 finished computations at 48.4602 seconds.
Process 75 finished computations at 48.493 seconds.
Process 83 finished computations at 48.5099 seconds.
Process 91 finished computations at 48.5758 seconds.
Process 81 finished computations at 48.6356 seconds.
Process 72 finished computations at 48.6449 seconds.
Process 78 finished computations at 48.7248 seconds.
Process 5 finished computations at 48.7946 seconds.
Process 93 finished computations at 48.9359 seconds.
Process 34 finished computations at 49.1966 seconds.
Process 30 finished computations at 49.2079 seconds.
Process 25 finished computations at 49.2496 seconds.
Process 89 finished computations at 49.294 seconds.
Process 33 finished computations at 49.3082 seconds.
Process 42 finished computations at 49.3277 seconds.
Process 4 finished computations at 49.4105 seconds.
Process 9 finished computations at 49.5967 seconds.
Process 59 finished computations at 49.6065 seconds.
Process 2 finished computations at 49.6303 seconds.
Process 55 finished computations at 49.7014 seconds.
Process 10 finished computations at 49.8336 seconds.
Process 37 finished computations at 49.8326 seconds.
Process 61 finished computations at 49.8601 seconds.
Process 17 finished computations at 49.9019 seconds.
Process 21 finished computations at 49.9217 seconds.
Process 28 finished computations at 49.929 seconds.
Process 60 finished computations at 49.9142 seconds.
Process 51 finished computations at 49.9478 seconds.
Process 18 finished computations at 50.0059 seconds.
Process 13 finished computations at 50.0251 seconds.
Process 56 finished computations at 50.0544 seconds.
Process 22 finished computations at 50.0855 seconds.
Process 6 finished computations at 50.0886 seconds.
Process 62 finished computations at 50.0962 seconds.
Process 1 finished computations at 50.101 seconds.
Process 14 finished computations at 50.1206 seconds.
Process 32 finished computations at 50.1304 seconds.
Process 38 finished computations at 50.1464 seconds.
Process 45 finished computations at 50.1522 seconds.
Process 12 finished computations at 50.1659 seconds.
Process 16 finished computations at 50.2146 seconds.
Process 39 finished computations at 50.2547 seconds.
Process 40 finished computations at 50.2742 seconds.
Process 57 finished computations at 50.2709 seconds.
Process 41 finished computations at 50.3182 seconds.
Process 63 finished computations at 50.3359 seconds.
Process 58 finished computations at 50.3613 seconds.
Process 26 finished computations at 50.382 seconds.
Process 43 finished computations at 50.3999 seconds.
Process 54 finished computations at 50.4228 seconds.
Process 50 finished computations at 50.4561 seconds.
Process 44 finished computations at 50.4553 seconds.
Process 53 finished computations at 50.4666 seconds.
Process 24 finished computations at 50.49 seconds.
Process 36 finished computations at 50.5146 seconds.
Process 19 finished computations at 50.5397 seconds.
Process 46 finished computations at 50.5465 seconds.
Process 23 finished computations at 50.5939 seconds.
Process 3 finished computations at 50.5965 seconds.
Process 52 finished computations at 50.6128 seconds.
Process 35 finished computations at 50.6913 seconds.
Process 31 finished computations at 50.6979 seconds.
Process 8 finished computations at 50.8173 seconds.
Process 27 finished computations at 50.8395 seconds.
Process 48 finished computations at 50.8415 seconds.
Process 15 finished computations at 50.9063 seconds.
Process 20 finished computations at 50.9076 seconds.
Process 7 finished computations at 50.9367 seconds.
Process 0 finished computations at 51.01 seconds.
Process 49 finished computations at 51.0784 seconds.
Process 11 finished computations at 51.1362 seconds.
Process 29 finished computations at 51.2435 seconds.
Process 47 finished computations at 51.3052 seconds.
Total time taken: 51.4779 seconds.
57.247
64, Running with 64 MPI processes.
Process 36 finished computations at 73.5369 seconds.
Process 12 finished computations at 73.7451 seconds.
Process 45 finished computations at 73.9687 seconds.
Process 17 finished computations at 74.0332 seconds.
Process 27 finished computations at 74.0802 seconds.
Process 51 finished computations at 74.2467 seconds.
Process 7 finished computations at 74.4285 seconds.
Process 39 finished computations at 74.4323 seconds.
Process 63 finished computations at 74.5774 seconds.
Process 48 finished computations at 74.7279 seconds.
Process 59 finished computations at 74.7377 seconds.
Process 22 finished computations at 74.7394 seconds.
Process 3 finished computations at 74.7988 seconds.
Process 37 finished computations at 74.8099 seconds.
Process 46 finished computations at 74.8781 seconds.
Process 34 finished computations at 74.8843 seconds.
Process 58 finished computations at 74.9191 seconds.
Process 26 finished computations at 75.0009 seconds.
Process 47 finished computations at 75.0435 seconds.
Process 44 finished computations at 75.0839 seconds.
Process 54 finished computations at 75.1007 seconds.
Process 32 finished computations at 75.1399 seconds.
Process 38 finished computations at 75.1543 seconds.
Process 62 finished computations at 75.2206 seconds.
Process 14 finished computations at 75.2267 seconds.
Process 33 finished computations at 75.2355 seconds.
Process 23 finished computations at 75.2409 seconds.
Process 19 finished computations at 75.249 seconds.
Process 41 finished computations at 75.284 seconds.
Process 57 finished computations at 75.3176 seconds.
Process 30 finished computations at 75.3344 seconds.
Process 40 finished computations at 75.3565 seconds.
Process 43 finished computations at 75.3682 seconds.
Process 2 finished computations at 75.3949 seconds.
Process 49 finished computations at 75.4442 seconds.
Process 20 finished computations at 75.5355 seconds.
Process 4 finished computations at 75.5696 seconds.
Process 31 finished computations at 75.574 seconds.
Process 50 finished computations at 75.5701 seconds.
Process 55 finished computations at 75.6569 seconds.
Process 35 finished computations at 75.6712 seconds.
Process 42 finished computations at 75.6708 seconds.
Process 53 finished computations at 75.6891 seconds.
Process 1 finished computations at 75.7575 seconds.
Process 56 finished computations at 75.8108 seconds.
Process 10 finished computations at 75.8176 seconds.
Process 29 finished computations at 75.8771 seconds.
Process 0 finished computations at 75.8857 seconds.
Process 25 finished computations at 75.9499 seconds.
Process 60 finished computations at 75.9548 seconds.
Process 6 finished computations at 75.9741 seconds.
Process 28 finished computations at 75.9996 seconds.
Process 21 finished computations at 76.0259 seconds.
Process 9 finished computations at 76.094 seconds.
Process 61 finished computations at 76.1419 seconds.
Process 24 finished computations at 76.1509 seconds.
Process 16 finished computations at 76.1716 seconds.
Process 13 finished computations at 76.2289 seconds.
Process 18 finished computations at 76.326 seconds.
Process 52 finished computations at 76.4152 seconds.
Process 15 finished computations at 76.4217 seconds.
Process 5 finished computations at 76.4955 seconds.
Process 8 finished computations at 76.5715 seconds.
Process 11 finished computations at 76.8201 seconds.
Total time taken: 77.0328 seconds.
82.102
32, Running with 32 MPI processes.
Process 31 finished computations at 140.216 seconds.
Process 2 finished computations at 142.119 seconds.
Process 1 finished computations at 142.632 seconds.
Process 24 finished computations at 142.903 seconds.
Process 20 finished computations at 142.934 seconds.
Process 18 finished computations at 143 seconds.
Process 26 finished computations at 143.139 seconds.
Process 30 finished computations at 143.323 seconds.
Process 16 finished computations at 143.337 seconds.
Process 8 finished computations at 143.382 seconds.
Process 17 finished computations at 143.385 seconds.
Process 19 finished computations at 143.464 seconds.
Process 29 finished computations at 143.529 seconds.
Process 13 finished computations at 143.571 seconds.
Process 6 finished computations at 143.587 seconds.
Process 9 finished computations at 143.613 seconds.
Process 3 finished computations at 143.696 seconds.
Process 27 finished computations at 143.702 seconds.
Process 7 finished computations at 143.849 seconds.
Process 5 finished computations at 143.863 seconds.
Process 4 finished computations at 143.885 seconds.
Process 28 finished computations at 143.925 seconds.
Process 14 finished computations at 143.984 seconds.
Process 23 finished computations at 144.009 seconds.
Process 22 finished computations at 144.065 seconds.
Process 0 finished computations at 144.08 seconds.
Process 12 finished computations at 144.151 seconds.
Process 21 finished computations at 144.168 seconds.
Process 15 finished computations at 144.202 seconds.
Process 10 finished computations at 144.396 seconds.
Process 11 finished computations at 144.408 seconds.
Process 25 finished computations at 144.496 seconds.
Total time taken: 144.637 seconds.
148.396
16, Running with 16 MPI processes.
Process 9 finished computations at 284.695 seconds.
Process 14 finished computations at 284.993 seconds.
Process 12 finished computations at 285.622 seconds.
Process 15 finished computations at 285.647 seconds.
Process 13 finished computations at 285.827 seconds.
Process 5 finished computations at 285.957 seconds.
Process 6 finished computations at 286.272 seconds.
Process 8 finished computations at 286.432 seconds.
Process 4 finished computations at 286.475 seconds.
Process 2 finished computations at 286.692 seconds.
Process 1 finished computations at 286.794 seconds.
Process 11 finished computations at 286.909 seconds.
Process 10 finished computations at 287.143 seconds.
Process 7 finished computations at 287.283 seconds.
Process 3 finished computations at 287.327 seconds.
Process 0 finished computations at 287.41 seconds.
Total time taken: 287.541 seconds.
290.435
8, Running with 8 MPI processes.
Process 7 finished computations at 284.93 seconds.
Process 4 finished computations at 285.932 seconds.
Process 2 finished computations at 286.311 seconds.
Process 1 finished computations at 286.596 seconds.
Process 6 finished computations at 286.639 seconds.
Process 5 finished computations at 287.127 seconds.
Process 0 finished computations at 287.331 seconds.
Process 3 finished computations at 288.099 seconds.
Total time taken: 288.209 seconds.
290.763
4, Running with 4 MPI processes.
Process 3 finished computations at 335.712 seconds.
Process 2 finished computations at 339.284 seconds.
Process 1 finished computations at 339.99 seconds.
Process 0 finished computations at 343.543 seconds.
Total time taken: 343.652 seconds.
346.091
2, Running with 2 MPI processes.
Process 1 finished computations at 2293.49 seconds.
Process 0 finished computations at 2294.3 seconds.
Total time taken: 2294.41 seconds.
2296.874
